pi30,ATX5sb,0.0514319649858
pi03,ATX5,0.00706852832047
pi21,HDD12,0.32821474815
pi20,ATX5,1.70946782493
pi27,CPU1,3.13769554348
pi29,ATX3.3,0.120637019844
pi03,ATX5sb,0.00145020122548
pi30,Tcpu2,0.0452799943214
pi20,MEM2,1.00508866188
pi43,Tmem2,0.059711007766
pi03,CPU2,0.010602135507
pi28,Thca,0.0581546461342
pi29,Tinb,5.28217469764e-11
pi19,Tamb,0.260129468025
pi39,Tmem1,0.0604378052086
pi21,HDD5,0.101987125201
pi39,CPU1,1.45750617982
pi30,Tamb,0.201643392313
pi35,ATX5sb,0.0352473741073
pi27,MEM2,1.09656634361
pi42,Tinb,3.02762259707e-11
pi18,Tamb,0.249138725968
pi02,Tina,4.92512697292e-11
pi18,HDD12,0.362585389744
pi42,ATX5,0.572619242036
pi48,Tcpu1,0.0768833237077
pi19,ATX5,1.66273707044
pi36,Tmem2,0.0545456708135
pi24,Thca,0.0639866114499
pi06,MEM2,1.04484626914
pi25,Tina,4.63273863716e-11
pi45,Tmem1,0.0687668998228
pi35,Tmem1,0.0636203633244
pi08,ATX5sb,0.135507902699
pi31,Tina,5.91775517478e-11
pi03,MEM2,0.00347427510425
pi20,Tcpu2,0.142980395011
pi30,Tinb,6.53557208352e-11
pi38,Thca,0.0505538695354
pi06,HDD12,0.375213199248
pi21,Tamb,0.151925888116
pi18,ATX3.3,0.12802767909
pi40,ATX3.3,0.274946348206
pi30,Tmem1,0.296993569391
pi37,Tmem2,0.0519635819589
pi08,Thca,0.0534748860882
pi36,Thca,0.0486247067954
pi08,ATX12,2.43826213141
pi24,ATX5,1.71988074983
pi06,ATX3.3,0.118319490989
pi40,ATX12,0.53967464076
pi40,CPU1,1.49124902961
pi45,Tinb,0.0
pi18,Tina,4.72617500691e-11
pi37,Tinb,5.45128386875e-11
pi31,MEM1,0.274857416058
pi35,ATX3.3,0.286631598478
pi21,MEM2,1.06302127805
pi42,ATX3.3,0.277908006303
pi27,Tmem1,0.0442791234404
pi13,HDD5,0.136942932641
pi41,Tmem1,0.0597429763379
pi41,ATX12,0.63318319475
pi31,ATX5sb,0.0484542380378
pi06,CPU1,3.03284712133
pi06,Tmem1,0.0484601760927
pi14,HDD12,0.359841726328
pi12,CPU1,3.13301657807
pi19,ATX12,2.32293085148
pi28,HDD12,0.14182501372
pi22,HDD5,0.11439004807
pi26,Tcpu2,0.0509805530287
pi29,ATX5,1.69145106776
pi31,Tmem1,0.204437280039
pi31,CPU1,0.263205241598
pi42,Thca,0.0540892508137
pi36,Tinb,8.35811420075e-11
pi32,Thca,0.0626560473518
pi02,ATX3.3,0.122830523773
pi47,Tmem2,0.066221977528
pi26,CPU1,3.33271166043
pi08,MEM1,1.01371040286
pi16,ATX5,1.70282477547
pi27,Tout,0.0504970250311
pi21,Tcpu2,0.130495157955
pi29,Thca,0.0609308364174
pi31,ATX3.3,0.116136752965
pi33,Tmem2,0.0548824505004
pi08,ATX5,1.65926947646
pi28,CPU2,3.38387472911
pi15,Tcpu2,0.0739675710223
pi02,MEM1,0.754696105599
pi08,CPU2,3.41188647476
pi21,CPU1,3.07244470637
pi03,Tcpu2,0.050961051576
pi22,Tinb,8.6849638592e-11
pi14,Tina,5.39053246484e-11
pi16,Tcpu1,0.0594156575528
pi16,Tout,0.0724720115242
pi15,ATX3.3,0.111437014911
pi32,Tcpu2,0.047467573886
pi08,Tcpu1,0.0373468962783
pi03,Tamb,0.132897123136
pi19,Tmem2,0.0924386155965
pi32,HDD5,0.0851927816384
pi02,Tmem1,0.0689766256149
pi38,ATX12,0.509135240454
pi21,ATX12,2.46687033436
pi15,Tout,0.0674342361316
pi41,ATX5sb,0.037695094325
pi13,Tina,4.5780268465e-11
pi38,Tina,6.37143671156e-11
pi29,CPU2,3.61678479742
pi12,Tmem1,0.0437262635951
pi43,Tinb,5.34043920197e-11
pi27,Tcpu2,0.0482041887182
pi35,Tinb,5.54116752483e-11
pi28,ATX5,1.69725307967
pi48,Tamb,0.145383508143
pi28,Tina,4.69064787012e-11
pi27,ATX3.3,0.119947983046
pi38,ATX3.3,0.299583390925
pi12,ATX5,0.2256341476
pi15,ATX12,2.59695997811
pi43,CPU1,1.44159389178
pi48,ATX3.3,0.295584828553
pi47,CPU1,1.34186599755
pi13,Tcpu2,0.0659096728556
pi12,MEM1,1.05433869984
pi39,Tout,0.148387671525
pi38,Tout,0.0554231075386
pi24,MEM1,1.05490829729
pi25,MEM1,1.01692538313
pi02,ATX5,0.208939149328
pi30,HDD5,0.0776233755967
pi19,Tina,4.73576733384e-11
pi13,CPU1,3.01237912036
pi26,Tinb,1.68967062564e-11
pi18,HDD5,0.0877949439203
pi12,Tout,0.0473645679801
pi14,Tcpu2,0.0655406911196
pi29,MEM2,0.807815651854
pi35,HDD12,0.195941355026
pi39,Tcpu1,0.0744728121925
pi45,HDD12,0.211285562553
pi08,ATX3.3,0.127612414541
pi33,Tout,0.125346394986
pi39,ATX3.3,0.338774066924
pi39,Tinb,4.71622740861e-11
pi25,CPU1,3.11941580629
pi14,CPU1,3.38448562932
pi45,ATX5sb,0.034298315509
pi13,ATX12,7.35840462877
pi21,Tina,4.04583033742e-11
pi16,Tmem1,0.0596937787414
pi18,MEM1,0.997200003564
pi20,HDD5,0.0834941708746
pi32,CPU2,3.42669908092
pi43,ATX12,0.487820197971
pi24,Tcpu2,0.0585648611178
pi29,ATX5sb,0.0520641136662
pi30,ATX3.3,1.04848666544
pi20,CPU1,3.08029472507
pi29,ATX12,2.28387030961
pi19,Tcpu1,0.0954864593123
pi18,ATX5,1.67015127912
pi14,ATX12,2.40505047627
pi30,CPU2,0.210993470896
pi19,HDD12,0.497460401283
pi37,HDD12,0.2081668635
pi18,CPU2,3.50585183428
pi41,HDD12,0.151859960998
pi45,ATX12,0.485562201594
pi03,HDD12,0.363326796269
pi27,CPU2,3.44300621897
pi12,Tcpu2,0.0465063989867
pi13,Tamb,0.200946299873
pi25,ATX3.3,0.16441864526
pi12,ATX3.3,0.114204902787
pi36,Tina,6.37143671156e-11
pi25,Tout,0.051649273681
pi29,Tina,2.28261853863e-11
pi27,ATX5,1.67129304381
pi12,ATX5sb,0.14113435385
pi37,ATX3.3,0.49307862634
pi47,ATX5,0.64355521575
pi33,Tina,0.0
pi47,Tinb,4.71622740861e-11
pi24,ATX12,2.31537090284
pi08,Tout,0.0378185315667
pi02,Tcpu1,0.0564701718054
pi27,MEM1,1.03717726166
pi22,ATX5,1.75708533328
pi48,Tinb,8.35811420075e-11
pi02,Tinb,3.09938741339e-11
pi25,HDD12,0.386290228776
pi03,Tout,0.0452649707581
pi26,ATX3.3,0.329858300331
pi40,Tina,8.0422779547e-11
pi02,MEM2,0.755012255345
pi22,CPU2,3.49178545303
pi26,ATX5sb,0.146276565089
pi42,CPU1,1.42473377859
pi29,Tcpu2,0.0476861849989
pi30,ATX5,0.114480295483
pi32,Tinb,1.68398628375e-11
pi32,MEM2,1.00311123967
pi15,Tmem2,0.0794542359288
pi20,Tina,9.81188463811e-11
pi43,Tout,0.0864007276733
pi48,Tina,3.50190987319e-11
pi14,ATX5,1.64148661021
pi42,Tout,0.140579290193
pi36,HDD12,0.204285058653
pi25,Tcpu2,0.0530899393952
pi08,Tmem1,0.0378595149789
pi37,Tmem1,0.0605825251847
pi35,ATX5,0.637875391309
pi40,Tmem1,0.0605313750249
pi13,MEM1,0.817271426785
pi41,Tina,5.94972959789e-11
pi15,MEM1,1.02947111693
pi24,Tina,0.0
pi14,ATX5sb,0.14560720358
pi40,HDD12,0.181734393142
pi48,Tmem2,0.0612323111549
pi24,CPU1,3.17988207136
pi03,HDD5,0.116600514579
pi15,CPU1,3.53469948784
pi19,Thca,0.117460800249
pi19,CPU1,3.38788884102
pi31,MEM2,0.275756549189
pi31,Tcpu1,0.112131438441
pi16,ATX5sb,0.138062971788
pi29,Tmem1,0.0421094723689
pi22,MEM1,1.03982337945
pi26,ATX5,0.212992518121
pi03,Tmem1,0.0527212952652
pi30,HDD12,0.169616417604
pi12,CPU2,3.92251793975
pi19,MEM2,0.828473031694
pi47,Tina,7.57616192004e-11
pi22,ATX5sb,0.139227249794
pi25,Thca,0.0604394243139
pi47,ATX3.3,0.557211993123
pi33,ATX3.3,0.395321975145
pi27,ATX5sb,0.142276397581
pi28,Tcpu2,0.0470289032803
pi32,Tamb,0.193032556987
pi47,ATX5sb,0.0306358934079
pi06,ATX5sb,0.141503979963
pi08,MEM2,1.0099222851
pi22,Tamb,0.159227162584
pi13,Thca,0.0749552096107
pi21,Tcpu1,0.135354736366
pi16,Tina,1.6878942688e-11
pi13,Tmem2,0.0778481355264
pi22,Tcpu2,0.0757626176318
pi33,Tmem1,0.0765428120527
pi32,ATX3.3,0.118961710105
pi08,HDD12,0.433363809464
pi32,ATX5sb,0.146019400895
pi28,ATX3.3,0.121538940442
pi39,HDD5,0.125541823788
pi08,CPU1,2.97561955736
pi18,ATX5sb,0.133119025006
pi36,ATX12,0.539322826984
pi03,Tcpu1,0.0409496306264
pi29,Tamb,0.200501478893
pi13,Tout,0.0617501960275
pi21,ATX5,1.68052103141
pi28,MEM1,1.00416122016
pi45,CPU1,1.28554539372
pi30,MEM2,0.286455728481
pi32,Tcpu1,0.0404402970246
pi19,Tmem1,0.066638322366
pi20,MEM1,1.01295755277
pi03,CPU1,0.00916858056973
pi08,Tinb,4.70130601116e-11
pi39,ATX12,0.528256050386
pi21,ATX5sb,0.141998420237
pi20,Tamb,0.152246791686
pi36,Tout,0.119045538773
pi41,HDD5,0.10029257778
pi48,ATX5,0.622980363618
pi20,Tout,0.0846512679061
pi21,Tmem1,0.065169719689
pi43,Tina,0.0
pi22,ATX12,2.42127663481
pi02,ATX5sb,0.0468051523309
pi06,MEM1,0.983927783965
pi35,Tmem2,0.0496370264517
pi20,HDD12,0.363253089098
pi12,Tina,0.0
pi33,ATX5,0.604433641792
pi48,ATX5sb,0.0381067551623
pi24,Tout,0.0543908488936
pi20,ATX12,2.37097600049
pi41,Tamb,0.117054005297
pi35,Tout,0.0973954487835
pi12,HDD5,0.0943337242067
pi19,Tinb,1.69926295257e-11
pi40,Tcpu1,0.0705909342221
pi21,Tout,0.0692732080526
pi14,Tcpu1,0.0516277050017
pi28,Tout,0.0475491850244
pi42,HDD12,0.231166231718
pi41,ATX5,0.582580186691
pi06,Tcpu1,0.038461021793
pi02,Thca,0.0703171935961
pi33,ATX12,0.571943405396
pi26,Tmem1,0.0466734381735
pi43,Thca,0.0571565746677
pi15,Thca,0.0839177694429
pi28,Tmem2,0.0531597097786
pi47,HDD12,0.166926502241
pi37,Tcpu1,0.0673766317281
pi32,Tina,4.5780268465e-11
pi18,Tout,0.0869988343429
pi18,Tcpu2,0.103241090048
pi27,HDD12,0.444987202648
pi06,Thca,0.0553839267717
pi45,Tcpu1,0.0712813446196
pi12,Tamb,0.193068463016
pi06,CPU2,3.42336445035
pi22,HDD12,0.358831159666
pi35,HDD5,0.1041516069
pi31,Thca,0.0595633538867
pi26,Tcpu1,0.0494706127255
pi19,Tcpu2,0.113040960499
pi31,Tmem2,0.395477079285
pi15,HDD5,0.0960815842338
pi29,Tout,0.0481574570248
pi24,Tmem2,0.0622388297433
pi43,HDD5,0.140524559432
pi06,Tout,0.0439768449087
pi37,ATX5,0.799239100412
pi48,CPU1,1.4978528557
pi16,HDD12,0.371223251048
pi14,Tmem1,0.0571331355498
pi41,Tmem2,0.0514783508189
pi45,Tamb,0.133394777398
pi38,Tmem2,0.046202290903
pi02,CPU1,3.16614980299
pi03,Tinb,6.27657925634e-11
pi16,CPU1,3.09420754113
pi15,HDD12,0.395337287759
pi27,Tina,2.28261853863e-11
pi33,Tinb,3.06314973386e-11
pi43,Tcpu1,0.122617961107
pi28,ATX12,2.55624905424
pi36,ATX5sb,0.0364382721952
pi02,Tcpu2,0.0721220212746
pi14,MEM1,1.03575057908
pi22,Tina,7.65787433465e-11
pi40,ATX5sb,0.0363377920222
pi16,Tcpu2,0.077441089711
pi27,HDD5,0.0785536732598
pi22,Tmem1,0.0610473747769
pi39,Tmem2,0.0515125636943
pi22,CPU1,3.14997800942
pi40,ATX5,0.578589029198
pi29,Tcpu1,0.0418292111971
pi14,Tout,0.0662795435004
pi47,Tmem1,0.0723460917565
pi30,Tina,6.33164631836e-11
pi16,Tamb,0.211986790584
pi30,Tcpu1,0.0365154587949
pi26,HDD12,0.384874562847
pi15,Tmem1,0.0643998380567
pi20,Tinb,0.0
pi48,Tout,0.0579473435953
pi36,CPU1,1.44471132035
